identifiant;categorie;typeT;nbComposant1;composant1;nbComposant2;composant2;composant3;composant4;composant5;composant6;qualifEnsemble;detailEnsemble;mesure;materiaux;montantN;espece;montant;detailRedev;montant2
BD_161;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_162;biendeclare;cour traversante;1;cour traversante; null; null; null; null;null;null;null;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_163;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_164;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;2 sol. bon. tur. parv.;affranchi de la vigne episcopale;7 sol. bon. tur. parv.
BD_165;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;18 den. bon. tur. parv.;affranchi de la vigne episcopale;10 sol. bon. tur. parv.
BD_166;biendeclare;verger;1;verger; null; null; null; null;null;null;null;null;null;null;1 ob.;tournois;1 ob. tur. parv.;null;null
BD_167;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 9 den.;tournois;2 sol. 9 den. bon. tur. parv.;null;null
BD_168;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;12 den.;tournois;12 den. bon. tur. parv.;null;null
BD_169;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol. 10 den.;tournois;3 sol. 10 den. bon. tur. parv.;null;null
BD_170;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_171;biendeclare;2 maisons3 contigues et unies et reduites en une seule maison;2;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;14 den. et 1 ob. bon. tur. parv.;affranchi de la vigne episcopale;10 sol. bon. tur. parv.
BD_172;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_173;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;9 den. bon. tur. parv.;affranchi de la vigne episcopale;7 sol. bon. tur. parv.
BD_174;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;12 den. bon. tur. parv.;affranchi de la vigne episcopale;7 sol. bon. tur. parv.
BD_175;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;1 ob.;tournois;1 ob. tur. parv.;null;null
BD_176;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;1 den. bon. tur. parv.;affranchi de la vigne episcopale;20 sol. bon. tur. parv.
BD_177;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol.;tournois;1 ob. bon. tur. parv.;affranchi de la vigne episcopale;6 sol. bon. tur. parv.
BD_178;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;1 den.;tournois;1 den. bon. tur. parv.;null;null
BD_179;biendeclare;verger;1;verger; null; null; null; null;null;null;null;null;null;null;14 den. 1 ob.;tournois;14 den. et 1 ob. bon. tur. parv.;null;null
BD_180;biendeclare;maison3 et verger contigus et uni;1;maison; null;verger; null; null;null;null;null;null;null;null;4 den.;tournois;4 den. bon. tur. parv.;null;null
BD_181;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;1 ob.;tournois;1 ob. bon. tur. parv.;null;null
BD_182;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_183;biendeclare;maison3 avec cour;1;maison; null;cour; null; null;null;null;null;null;null;null;4 sol.;tournois;4 sol. bon. tur. parv.;null;null
BD_184;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 den. 1 ob.;tournois;9 den. et 1 ob. bon. tur. parv.;null;null
BD_185;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. bon. tur. parv.;null;null
BD_186;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;18 den.;tournois;18 den. bon. tur. parv.;null;null
BD_187;biendeclare;maison3;1;maison; null; null; null; null;null;null;pulcrum;null;null;noviter de bonis quadris lapidum constructi;4 sol. 6 den.;tournois;4 sol. 6 den. bon. tur. parv.;null;null
BD_188;biendeclare;maison3 et cour dans laquelle est construit un puit;1;maison; null;cour;puit; null;null;null;null;null;null;null;4 sol.;tournois;16 den. et ob. bon. tur. parv.;affranchi de la vigne episcopale;4 sol. bon. tur. parv.
BD_189;biendeclare;bourguet;1;bourguet; null; null; null; null;null;null;null;null;null;null;36 sol.;tournois;18 sol. 6 den. bon. tur. parv.;affranchi de la vigne episcopale;36 sol. bon. tur. parv. et antiquus
BD_190;biendeclare;maison3 et verger contigus et uni;1;maison; null;verger; null; null;null;null;null;null;null;null;3 den.;tournois;3 den. bon. tur. parv.;null;null
BD_191;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;3 sol. bon. tur. parv.;affranchi de la vigne episcopale;7 sol. bon. tur. parv.
BD_192;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;21 den. bon. tur. parv.;affranchi de la vigne episcopale;10 sol. bon. tur. parv.
BD_193;biendeclare;maison3;1;maison; null; null; null; null;null;null;parvum;null;null;null;2 sol. 6 den.;tournois;6 den. bon. tur. parv.;affranchi de la vigne episcopale;2 sol. 6 den. bon. tur. parv.
BD_194;biendeclare;maison3 et cour;1;maison; null;cour; null; null;null;null;parvum;null;null;null;2 sol. 11 den. 1 ob.;tournois;2 sol. 11 den. et 1 ob. bon. tur. parv.;null;null
BD_195;biendeclare;maison3 et verger contigus et uni;1;maison; null;verger; null; null;null;null;null;null;null;null;2 sol.;tournois;2 sol. bon. tur. parv.;null;null
BD_196;biendeclare;maison3 et verger contigus et uni;1;maison; null;verger; null; null;null;null;null;null;null;null;3 sol. 7 den.;tournois;3 sol. 7 den. tur. parv.;null;null
BD_197;biendeclare;2 maisons3 avec une grande place;2;maison; null;place; null; null;null;null;magnum et pulcrum;null;null;null;25 sol.;tournois;6 sol. bon. tur. parv.;affranchi de la vigne episcopale;25 sol. bon. tur. parv.
BD_198;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 den.;tournois;9 den. bon. tur. parv.;null;null
BD_199;biendeclare;2 maisons3 contigues et attenantes;2;maison; null; null; null; null;null;null;null;null;null;null;15 sol.;tournois;4 sol. bon. tur. parv.;affranchi de la vigne episcopale;15 sol. bon. tur. parv.
BD_200;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;18 den.;tournois;18 den. bon. tur. parv.;null;null
BD_201;biendeclare;bourguet;1;bourguet; null; null; null; null;null;null;null;null;null;null;24 sol.;tournois;8 sol. 4 den. et 1 picta bon. tur. parv.;affranchi de la vigne episcopale;24 sol. bon. tur. parv.
BD_202;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 den.;tournois;10 den. bon. tur. parv.;null;null
BD_203;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 8 den.;tournois;2 sol. 8 den. bon. tur. parv.;null;null
BD_204;biendeclare;maison3 avec puit et verger;1;maison; null;puit;verger; null;null;null;null;null;null;null;18 den.;tournois;18 den. bon. tur. parv.;null;null
BD_205;biendeclare;2 maisons3 contigues et unies et reduites en une seule maison avec puit;2;maison; null;puit; null; null;null;null;null;null;null;null;3 sol. 6 den.;tournois;3 sol. 6 den. bon. tur. parv.;null;null
BD_206;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. bon. tur. parv.;null;null
BD_207;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;13 sol.;tournois;3 sol. bon. tur. parv.;affranchi de la vigne episcopale;13 sol. bon. tur. parv.
BD_208;biendeclare;maison3;1;maison; null; null; null; null;null;null;magnum et pulcrum;null;null;null;2 sol.;tournois;2 sol. bon. tur. parv.;null;null
BD_209;biendeclare;maison 3 avec grand place ou cour avec puit;1;maison 3 avec grand place ou cour avec puit; null;place;puit; null;null;null;null;null;null;null;10 den.;tournois;10 den. bon. tur. parv.;null;null
BD_210;biendeclare;maison3;1;maison; null; null; null; null;null;null;pulcrum;null;null;null;15 den;tournois;15 den bon. tur. parv.;null;null
BD_211;biendeclare;maison3 contigues et unies et reduites en une seule maison;1;maison contigues et unies et reduites en une seule maison; null; null; null; null;null;null;null;null;null;noviter de bonis quadris lapidum constructi;7 den.;tournois;7 den. bon. tur. parv.;null;null
BD_212;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 den.;tournois;3 den. bon. tur. parv.;null;null
BD_213;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 den.;tournois;3 den. bon. tur. parv.;null;null
BD_214;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;12 sol.;tournois;3 sol. bon. tur. parv.;affranchi de la vigne episcopale;12 sol. bon. tur. parv.
BD_215;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 den.;tournois;15 den. bon. tur. parv.;null;null
BD_216;biendeclare;maison3;1;maison; null; null; null; null;null;null;magnum et pulcrum;null;null;null;20 den.;tournois;20 den. bon. tur. parv.;null;null
BD_217;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;4 sol.;tournois;unus quartonus unus libr bona cere novus ponderis civium avinionensium;affranchi de la vigne episcopale;4 sol. bon. tur. parv.
BD_218;biendeclare;sol ou terrain avec un edifice fait dessus ce dit terrain est appele vulgairement mare;1;terrain; null;edifice; null; null;null;null;null;null;null;null;3 ob.;tournois;3 ob. bon. tur. parv. de turonis;null;null
BD_219;biendeclare;bourguet;1;bourguet; null; null; null; null;null;null;null;plures domos et curtes seu viridaria continentis;null;null;21 sol. 4 den. 1 ob.;tournois;21 sol. et 4 den. et 1 ob. tur. parv.;null;null
BD_220;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;2 emine et 6 parte alterius emine terre parum plus vel minus continentis;null;6 sol.;tournois;4 den. bon. tur. parv.;affranchi de la vigne episcopale;6 sol. bon. tur. parv.
BD_221;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;2 emine et 4 parte alterius emine terre parum plus vel minus continentis;null;9 den. 1 ob.;tournois;9 den. et ob. bon. tur. parv.;null;null
BD_222;biendeclare;jardinet;1;jardin; null; null; null; null;null;null;null;null;0,5 emine et 10 dextre terre parum plus vel minus continentis;null;2 sol.;tournois;12 den. bon. tur. parv.;affranchi de la vigne episcopale;2 sol. bon. tur. parv.
BD_223;biendeclare;maison2 et grenier a foin;1;maison; null;grenier a foin; null; null;null;null;magne;null;null;null;6 den.;tournois;6 den. bon. tur. parv.;null;null
BD_224;biendeclare;loge;1;loge; null; null; null; null;null;null;magne;null;null;null;9 den.;tournois;9 den. bon. tur. parv.;null;null
BD_225;biendeclare;maison2 et cour contigues;1;maison; null;cour; null; null;null;null;null;null;null;null;1 den.;tournois;1 den. bon. tur. parv.;null;null
BD_226;biendeclare;maison3 et loge contigue;1;maison; null; null; null; null;null;null;pulcrum et magnum;null;null;null;4 den. 1 ob.;tournois;4 den. et 1 ob. tur. parv.;null;null
BD_227;biendeclare;maison3;1;maison; null; null; null; null;null;null;magnum;null;null;noviter de bonis quadris lapidum constructi;1 ob.;tournois;1 ob. tur. parv.;null;null
BD_228;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 den. 1 ob.;tournois;7 den. et 1 ob. tur.parv.;null;null
BD_229;biendeclare;maison2 et loge contigues et attenantes;1;maison; null;loge; null; null;null;null;null;null;null;null;17 den. 1 ob.;tournois;17 den. et 1 ob. tur. parv.;null;null
BD_230;biendeclare;maison3 et magasin et loge contigus et unis;1;maison; null; null; null; null;null;null;null;null;null;null;12 sol.;tournois;4 sol. et 4 den. bon. tur. parv.;affranchi de la vigne episcopale;12 sol. bon. tur. parv.
BD_231;biendeclare;maison3 et magasin contigus et unis;1;maison; null;magasin; null; null;null;null;null;null;null;null;3 sol. 8 den.;tournois;3 sol. et 8 den. bon. tur. parv.;null;null
BD_232;biendeclare;grange avec loge et cour;1;grange; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;5 sol. bon. tur. parv.;affranchi de la vigne episcopale;20 sol. bon. tur. parv.
BD_233;biendeclare;maison2 et loge contigues et unies;1;maison; null;loge; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. bon. tur. parv.;null;null
BD_234;biendeclare;grange avec maison et loge ou cour ;1;maison; null;grange;loge; null;null;null;null;null;null;null;2 sol. 6 den.;tournois;2 sol. et 6 den. bon. tur. parv.;null;null
BD_235;biendeclare;maisons3 et vergers et cours;1;maison; null;verger;cour; null;null;null;null;null;null;null;2 sol. 9 den.;tournois;2 sol. et 9 den. bon. tur. parv.;null;null
BD_236;biendeclare;maisons3 et vergers;1;maison; null;verger; null; null;null;null;null;null;null;null;3 sol. 6 den. et 1 eminam annone bone et receptibilis portatam;tournois;3 sol. et 6 den. bon. tur. parv. et 1 eminam annone bone et receptibilis portatam;null;null
BD_237;biendeclare;maison3 et magasin avec loge ou cour et grande place de terre avec verger et puit;1;maison; null; null; null; null;null;null;null;null;null;null;1 eminam et partem alterius emine annone bone et receptibilis portandas ad granerium dicti domini episcopi et 10 den.;tournois et annone;1 eminam et partem alterius emine annone bone et receptibilis portandas ad granerium dicti domini episcopi et 10 den. bon. tur. parv.;null;null
BD_238;biendeclare;maison2 et jardin;1;maison; null;jardin; null; null;null;null;null;null;null;null;2 sol. 6 den.;tournois;2 sol. et 6 den. bon. tur. parv.;null;null
BD_239;biendeclare;jardin ou verger avec une maison a son entree;1;jardin; null;maison; null; null;null;null;magnum et pulcrum;null;6 emine et 4 parte alterius eminate terre parum plus vel minus continentem;null;null;null;null;null;null
BD_240;biendeclare;jardinet;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BD_241;biendeclare;jardin;1;jardin; null; null; null; null;null;null;magnus et pulcherimus;null;11 emine terre parum plus vel minus continentis;null;4 libras et 8 sol. 4 eminas annone bone et receptibilis ad mensuram et valorem predictos et 2 bonos capones pingues et sufficentes;tournois, annone, chapon;68 sol. bon. tur. parv. et 4 eminas annone bone et receptibilis ad mensuram et valorem sestarii avinionis et 2 capones bonos et pingues ac sufficientes;affranchi de la vigne episcopale;4 libras et 8 sol. bon.tur.parv. et 4 eminas annone bone et receptibilis ad men- suram et valorem predictos et 2 bonos capones pingues et sufficentes
BD_242;biendeclare;jardin;1;jardin; null; null; null; null;null;null;pulcrum;null;3 emine terre et octo dextros parum plus vel minus continentis avec domibus avec soleriis sibi contiguis et in dicto orto constructis;null;8 eminas annone bone et receptiblis ad mensuram et valorem sestarii avinionis;annone;8 eminas annone bone et receptiblis ad mensuram et valorem sestarii avinionis;null;null
BD_243;biendeclare;maison3 et verger contigus et attenant;1;maison; null; null; null; null;null;null;null;null;null;null;20 den.;tournois;20 den. bon. tur. parv.;null;null
BD_244;biendeclare;terre;1;terre; null; null; null; null;null;null;null;null;5 eminate terre parum plus vel minus continentis, in qua terre sunt quedam maison2 ou hospitia avec multis et diversis logis et viridariis ou ortis contiguis et sese tenentibus;null;14 sol.;tournois;14 sol. bon. tur. parv.;null;null
BD_245;biendeclare;maison3 et verger contigus et attenant;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;7 sol. bon. tur. parv.;null;null
BD_246;biendeclare;2 maisons3 contigues et unies et reduites en une seule maison avec un verger et un bon puit;2;maison; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. bon. tur. parv.;null;null
BD_247;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;4 den.bon. tur. parv.;affranchi de la vigne episcopale;10 sol. bon. tur. parv.
BD_248;biendeclare;bourguet;1;bourguet; null; null; null; null;null;null;null;multas et diversas domos et hospitia avec logis et viridariis contigua et sese tenentia continentis;null;null;6 sol. 7 den.;tournois;6 sol. et 7 den. bon. tur. parv.;null;null
