idConfront,localisation,idBien1,idBien2,idInvariant,idQuartierParoisse,localisationTN
5414,ab-una-part,7268,7276,NULL,NULL,confronte avec
4636,ab-una-part,7269,NULL,696,NULL,confronte avec
4637,in,7269,NULL,445,NULL,a l interieur de
5017,in,7269,NULL,NULL,6,a l interieur de
5415,ab-una-part,7269,7778,NULL,NULL,confronte avec
5416,ab-una-part,7269,7273,NULL,NULL,confronte avec
4638,in,7270,NULL,445,NULL,a l interieur de
5018,in,7270,NULL,NULL,6,a l interieur de
4639,ab-una-part,7271,NULL,659,NULL,confronte avec
4640,in,7271,NULL,445,NULL,a l interieur de
5019,in,7271,NULL,NULL,6,a l interieur de
5417,ab-una-part,7271,7275,NULL,NULL,confronte avec
4641,in,7272,NULL,445,NULL,a l interieur de
5020,in,7272,NULL,NULL,6,a l interieur de
5418,proxime,7272,7271,NULL,NULL,a cote de
4642,in,7273,NULL,445,NULL,a l interieur de
5021,in,7273,NULL,NULL,6,a l interieur de
5419,ab-una-part,7273,7270,NULL,NULL,confronte avec
5420,ab-una-part,7273,7271,NULL,NULL,confronte avec
5421,ab-una-part,7273,7270,NULL,NULL,confronte avec
5422,ab-una-part,7273,7271,NULL,NULL,confronte avec
4643,ab-una-part,7274,NULL,659,NULL,confronte avec
4644,in,7274,NULL,445,NULL,a l interieur de
5022,in,7274,NULL,NULL,6,a l interieur de
5423,ab-una-part,7274,7779,NULL,NULL,confronte avec
5424,ab-una-part,7274,7270,NULL,NULL,confronte avec
5425,ab-una-part,7274,7271,NULL,NULL,confronte avec
4645,ab-una-part,7275,NULL,659,NULL,confronte avec
4646,in,7275,NULL,445,NULL,a l interieur de
5023,in,7275,NULL,NULL,6,a l interieur de
5426,ab-una-part,7275,7779,NULL,NULL,confronte avec
4647,in,7276,NULL,445,NULL,a l interieur de
5024,in,7276,NULL,NULL,6,a l interieur de
5427,ab-una-part,7276,7780,NULL,NULL,confronte avec
5428,ab-una-part,7276,7273,NULL,NULL,confronte avec
5429,ab-una-part,7276,7781,NULL,NULL,confronte avec
4648,in,7277,NULL,427,NULL,a l interieur de
5025,in,7277,NULL,NULL,6,a l interieur de
4649,versus,7278,NULL,402,NULL,vers
4650,in,7278,NULL,427,NULL,a l interieur de
5026,in,7278,NULL,NULL,6,a l interieur de
4651,versus,7279,NULL,402,NULL,vers
4652,ab-una-part,7279,NULL,698,NULL,confronte avec
4653,in,7279,NULL,427,NULL,a l interieur de
5027,in,7279,NULL,NULL,6,a l interieur de
5430,ab-una-part,7279,7280,NULL,NULL,confronte avec
4654,ab-una-part,7280,NULL,698,NULL,confronte avec
4655,in,7280,NULL,427,NULL,a l interieur de
5028,in,7280,NULL,NULL,6,a l interieur de
5431,ab-una-part,7280,7279,NULL,NULL,confronte avec
5432,ab-una-part,7280,7282,NULL,NULL,confronte avec
4656,in,7281,NULL,427,NULL,a l interieur de
5029,in,7281,NULL,NULL,6,a l interieur de
4657,in,7282,NULL,427,NULL,a l interieur de
5030,in,7282,NULL,NULL,6,a l interieur de
4658,in,7283,NULL,427,NULL,a l interieur de
5031,in,7283,NULL,NULL,6,a l interieur de
4659,in,7284,NULL,427,NULL,a l interieur de
5032,in,7284,NULL,NULL,6,a l interieur de
5286,ab-una-part,7284,7285,NULL,NULL,confronte avec
4660,ab-una-part,7286,NULL,697,NULL,confronte avec
4661,in,7286,NULL,427,NULL,a l interieur de
5033,in,7286,NULL,NULL,6,a l interieur de
5433,ab-una-part,7286,7282,NULL,NULL,confronte avec
4662,ab-una-part,7287,NULL,697,NULL,confronte avec
4663,in,7287,NULL,427,NULL,a l interieur de
5034,in,7287,NULL,NULL,6,a l interieur de
5434,ab-una-part,7287,7288,NULL,NULL,confronte avec
4664,ab-una-part,7288,NULL,697,NULL,confronte avec
4665,in,7288,NULL,427,NULL,a l interieur de
5035,in,7288,NULL,NULL,6,a l interieur de
5435,ab-una-part,7288,7287,NULL,NULL,confronte avec
4666,in,7289,NULL,18,NULL,dans
4667,ab-una-part,7289,NULL,18,NULL,confronte avec
5036,in,7289,NULL,NULL,7,a l interieur de
5436,ab-una-part,7289,7290,NULL,NULL,confronte avec
5437,ab-una-part,7289,7782,NULL,NULL,confronte avec
4668,ab-una-part,7290,NULL,18,NULL,confronte avec
4669,in,7290,NULL,18,NULL,dans
5037,in,7290,NULL,NULL,7,a l interieur de
5438,ab-una-part,7290,7783,NULL,NULL,confronte avec
5439,ab-una-part,7290,7289,NULL,NULL,confronte avec
4670,in,7291,NULL,22,NULL,dans
4671,a-parte-retro,7291,NULL,226,NULL,confronte du cote arriere avec
5038,in,7291,NULL,NULL,7,a l interieur de
5440,ab-una-part,7291,7785,NULL,NULL,confronte avec
5441,ab-una-part,7291,7292,NULL,NULL,confronte avec
4672,ab-una-part,7292,NULL,22,NULL,confronte avec
4673,in,7292,NULL,22,NULL,dans
5039,in,7292,NULL,NULL,7,a l interieur de
5442,ab-una-part,7292,7786,NULL,NULL,confronte avec
5443,ab-una-part,7292,7787,NULL,NULL,confronte avec
4674,in,7293,NULL,22,NULL,dans
4675,ab-una-part,7293,NULL,22,NULL,confronte avec
5040,in,7293,NULL,NULL,7,a l interieur de
5444,ab-una-part,7293,7291,NULL,NULL,confronte avec
5445,ab-una-part,7293,7788,NULL,NULL,confronte avec
4676,subtus,7294,NULL,699,NULL,sous
4677,ab-una-part,7294,NULL,7,NULL,confronte avec
4678,in,7294,NULL,7,NULL,dans
5041,in,7294,NULL,NULL,7,a l interieur de
5446,retro,7294,7789,NULL,NULL,derriere
4679,in,7295,NULL,221,NULL,a l interieur de
4681,ab-una-part,7295,NULL,701,NULL,confronte avec
4682,ab-una-part,7295,NULL,702,NULL,confronte avec
4683,ab-una-part,7295,NULL,128,NULL,confronte avec
4684,ab-una-part,7295,NULL,221,NULL,confronte avec
5042,in,7295,NULL,NULL,7,a l interieur de
4685,ante,7296,NULL,700,NULL,devant
4686,ad,7296,NULL,477,NULL,vers
4687,ab-una-part,7296,NULL,205,NULL,confronte avec
4688,ab-una-part,7296,NULL,111,NULL,confronte avec
5043,in,7296,NULL,NULL,7,a l interieur de
5447,ab-una-part,7296,7790,NULL,NULL,confronte avec
5448,ab-una-part,7296,7791,NULL,NULL,confronte avec
5449,ab-una-part,7296,7297,NULL,NULL,confronte avec
4689,ab-una-part,7297,NULL,111,NULL,confronte avec
5044,in,7297,NULL,NULL,7,a l interieur de
5450,ab-una-part,7297,7298,NULL,NULL,confronte avec
5451,ab-una-part,7297,7790,NULL,NULL,confronte avec
4690,ab-una-part,7298,NULL,111,NULL,confronte avec
5045,in,7298,NULL,NULL,7,a l interieur de
5452,ab-una-part,7298,7297,NULL,NULL,confronte avec
5453,ab-una-part,7298,7296,NULL,NULL,confronte avec
5454,ab-una-part,7298,7790,NULL,NULL,confronte avec
4691,in,7299,NULL,487,NULL,a l interieur de
4692,retro,7299,NULL,2,NULL,derriere
4693,in-introytu,7299,NULL,424,NULL,a l entree de
4694,ab-una-part,7299,NULL,2,NULL,confronte avec
5046,in,7299,NULL,NULL,7,a l interieur de
5455,ab-una-part,7299,7300,NULL,NULL,confronte avec
4695,retro,7300,NULL,5,NULL,derriere
4696,ab-una-part,7300,NULL,5,NULL,confronte avec
5047,in,7300,NULL,NULL,7,a l interieur de
5456,ab-una-part,7300,7299,NULL,NULL,confronte avec
5457,ab-una-part,7300,7792,NULL,NULL,confronte avec
4697,ante,7301,NULL,617,NULL,devant
5048,in,7301,NULL,NULL,1,a l interieur de
5458,ab-una-part,7301,7793,NULL,NULL,confronte avec
5459,ab-una-part,7301,7794,NULL,NULL,confronte avec
4698,prope,7302,NULL,137,NULL,a cote de
4699,juxta,7302,NULL,3,NULL,a cote de
4700,ab-una-part,7302,NULL,618,NULL,confronte avec
5049,in,7302,NULL,NULL,1,a l interieur de
5460,ab-una-part,7302,7795,NULL,NULL,confronte avec
4701,in,7303,NULL,4,NULL,dans
4702,ab-una-part,7303,NULL,4,NULL,confronte avec
5050,in,7303,NULL,NULL,1,a l interieur de
5461,ab-una-part,7303,7804,NULL,NULL,confronte avec
4703,in,7304,NULL,4,NULL,dans
4704,ab-una-part,7304,NULL,223,NULL,confronte avec
4705,ab-una-part,7304,NULL,4,NULL,confronte avec
5051,in,7304,NULL,NULL,1,a l interieur de
5462,ab-una-part,7304,7796,NULL,NULL,confronte avec
5463,ab-una-part,7304,2003,NULL,NULL,confronte avec
4706,juxta,7305,NULL,243,NULL,a cote de
4707,a-occident,7305,NULL,703,NULL,confronte a l ouest avec
4708,a-meridie,7305,NULL,704,NULL,confronte au sud avec
5052,in,7305,NULL,NULL,1,a l interieur de
5464,a-orient,7305,7798,NULL,NULL,confronte a l est avec
5465,a-circio,7305,7799,NULL,NULL,confronte au nord avec
5793,prope,7305,NULL,243,NULL,a cote de
4709,in,7306,NULL,222,NULL,a l interieur de
4710,ab-una-part,7306,NULL,705,NULL,confronte avec
4711,ab-una-part,7306,NULL,706,NULL,confronte avec
5053,in,7306,NULL,NULL,1,a l interieur de
5466,ab-una-part,7306,7800,NULL,NULL,confronte avec
5467,ab-una-part,7306,7801,NULL,NULL,confronte avec
4712,prope,7307,NULL,117,NULL,a cote de
5054,in,7307,NULL,NULL,1,a l interieur de
5468,ab-una-part,7307,7802,NULL,NULL,confronte avec
5469,ab-una-part,7307,7803,NULL,NULL,confronte avec
4713,in-capite,7448,NULL,711,NULL,au debut de
4714,in,7448,NULL,711,NULL,dans
5055,in,7448,NULL,NULL,3,a l interieur de
4715,in,7449,NULL,711,NULL,dans
5056,in,7449,NULL,NULL,3,a l interieur de
4716,in,7450,NULL,711,NULL,dans
5057,in,7450,NULL,NULL,3,a l interieur de
4717,in,7451,NULL,711,NULL,dans
5058,in,7451,NULL,NULL,3,a l interieur de
4718,in,7452,NULL,711,NULL,dans
5059,in,7452,NULL,NULL,3,a l interieur de
4719,in,7453,NULL,711,NULL,dans
5060,in,7453,NULL,NULL,3,a l interieur de
4720,in,7454,NULL,712,NULL,dans
4721,ante,7454,NULL,540,NULL,devant
5061,in,7454,NULL,NULL,3,a l interieur de
4722,in,7455,NULL,619,NULL,dans
5062,in,7455,NULL,NULL,3,a l interieur de
4724,prope,7456,NULL,491,NULL,a cote de
5063,in,7456,NULL,NULL,3,a l interieur de
7522,in,7456,NULL,226,NULL,a l interieur de
4726,supra,7457,NULL,483,NULL,au dessus de
5064,in,7457,NULL,NULL,3,a l interieur de
7523,in,7457,NULL,226,NULL,a l interieur de
5065,in,7458,NULL,NULL,3,a l interieur de
7524,in,7458,NULL,226,NULL,a l interieur de
5066,in,7459,NULL,NULL,3,a l interieur de
7526,in,7459,NULL,226,NULL,a l interieur de
5067,in,7460,NULL,NULL,3,a l interieur de
7527,in,7460,NULL,226,NULL,a l interieur de
5068,in,7461,NULL,NULL,1,a l interieur de
7528,in,7461,NULL,223,NULL,a l interieur de
4732,a-orient,7462,NULL,60,NULL,confronte a l est avec
4733,versus,7462,NULL,214,NULL,vers
5069,in,7462,NULL,NULL,6,a l interieur de
7529,in,7462,NULL,211,NULL,a l interieur de
4734,in,7463,NULL,24,NULL,dans
5070,in,7463,NULL,NULL,2,a l interieur de
7530,in,7463,NULL,229,NULL,a l interieur de
4735,in,7464,NULL,229,NULL,a l interieur de
4736,versus,7464,NULL,492,NULL,vers
4737,in,7464,NULL,712,NULL,dans
5071,in,7464,NULL,NULL,3,a l interieur de
5470,ab-una-part,7464,7026,NULL,NULL,confronte avec
5471,ab-una-part,7464,7026,NULL,NULL,confronte avec
4738,juxta,7465,NULL,540,NULL,a cote de
4739,in,7465,NULL,712,NULL,dans
5072,in,7465,NULL,NULL,3,a l interieur de
4740,versus,7466,NULL,25,NULL,vers
4741,in,7466,NULL,712,NULL,dans
5073,in,7466,NULL,NULL,3,a l interieur de
4742,in,7467,NULL,712,NULL,dans
5074,in,7467,NULL,NULL,3,a l interieur de
4743,in,7468,NULL,712,NULL,dans
5075,in,7468,NULL,NULL,3,a l interieur de
4744,in-capite,7469,NULL,37,NULL,au debut de
4745,in,7469,NULL,37,NULL,dans
5076,in,7469,NULL,NULL,3,a l interieur de
4746,in,7470,NULL,37,NULL,dans
5077,in,7470,NULL,NULL,3,a l interieur de
7531,juxta,8006,8005,NULL,NULL,a cote de
7532,juxta,8007,8006,NULL,NULL,a cote de
7533,juxta,8008,8007,NULL,NULL,a cote de
7534,juxta,8011,8010,NULL,NULL,a cote de
7535,juxta,8022,8801,NULL,NULL,a cote de
7536,juxta,8023,NULL,150,NULL,a cote de
7537,juxta,8028,8027,NULL,NULL,a cote de
7538,juxta,8029,8028,NULL,NULL,a cote de
7539,juxta,8033,8802,NULL,NULL,a cote de
7540,juxta,8034,8033,NULL,NULL,a cote de
7541,juxta,8036,8803,NULL,NULL,a cote de
7542,juxta,8037,8803,NULL,NULL,a cote de
7543,juxta,8039,8804,NULL,NULL,a cote de
7544,juxta,8041,8805,NULL,NULL,a cote de
7545,juxta,8042,8806,NULL,NULL,a cote de
7546,juxta,8044,NULL,150,NULL,a cote de
7547,juxta,8045,8044,NULL,NULL,a cote de
7548,juxta,8047,8046,NULL,NULL,a cote de
7549,juxta,8048,8047,NULL,NULL,a cote de
7550,juxta,8051,8050,NULL,NULL,a cote de
7551,juxta,8058,8807,NULL,NULL,a cote de
7552,juxta,8061,8060,NULL,NULL,a cote de
7553,juxta,8063,8065,NULL,NULL,a cote de
7554,juxta,8064,8063,NULL,NULL,a cote de
7555,juxta,8065,8063,NULL,NULL,a cote de
7556,juxta,8066,8065,NULL,NULL,a cote de
7557,juxta,8067,8066,NULL,NULL,a cote de
7558,juxta,8068,8067,NULL,NULL,a cote de
7559,juxta,8069,8808,NULL,NULL,a cote de
7560,juxta,8071,8069,NULL,NULL,a cote de
7561,juxta,8072,8071,NULL,NULL,a cote de
7562,juxta,8073,8071,NULL,NULL,a cote de
7563,juxta,8074,8076,NULL,NULL,a cote de
7564,juxta,8076,8075,NULL,NULL,a cote de
7565,juxta,8077,8076,NULL,NULL,a cote de
7566,juxta,8078,8077,NULL,NULL,a cote de
7567,juxta,8080,8081,NULL,NULL,a cote de
7568,juxta,8084,8113,NULL,NULL,a cote de
7569,juxta,8085,8086,NULL,NULL,a cote de
7570,juxta,8087,8085,NULL,NULL,a cote de
7571,juxta,8092,8091,NULL,NULL,a cote de
7572,juxta,8093,8092,NULL,NULL,a cote de
7573,juxta,8093,8091,NULL,NULL,a cote de
7574,juxta,8094,8809,NULL,NULL,a cote de
7575,juxta,8096,8095,NULL,NULL,a cote de
7576,juxta,8099,8098,NULL,NULL,a cote de
7577,juxta,8100,8099,NULL,NULL,a cote de
7578,juxta,8102,8810,NULL,NULL,a cote de
7579,juxta,8104,8811,NULL,NULL,a cote de
7580,juxta,8105,8812,NULL,NULL,a cote de
7581,juxta,8106,8813,NULL,NULL,a cote de
7582,juxta,8109,NULL,487,NULL,a cote de
7583,juxta,8112,8814,NULL,NULL,a cote de
7584,juxta,8116,8815,NULL,NULL,a cote de
7585,juxta,8117,8816,NULL,NULL,a cote de
7586,juxta,8124,8125,NULL,NULL,a cote de
7587,juxta,8126,8127,NULL,NULL,a cote de
7588,juxta,8134,8133,NULL,NULL,a cote de
7589,juxta,8139,8134,NULL,NULL,a cote de
7590,juxta,8144,8143,NULL,NULL,a cote de
7591,juxta,8146,8147,NULL,NULL,a cote de
7592,juxta,8151,8817,NULL,NULL,a cote de
7593,juxta,8152,8153,NULL,NULL,a cote de
7594,juxta,8154,8818,NULL,NULL,a cote de
7595,juxta,8155,8819,NULL,NULL,a cote de
7596,juxta,8156,8820,NULL,NULL,a cote de
7597,juxta,8157,8821,NULL,NULL,a cote de
7598,juxta,8160,8822,NULL,NULL,a cote de
7599,juxta,8162,NULL,248,NULL,a cote de
7600,juxta,8164,8163,NULL,NULL,a cote de
7601,juxta,8165,NULL,616,NULL,a cote de
7602,juxta,8169,8823,NULL,NULL,a cote de
7603,juxta,8171,8170,NULL,NULL,a cote de
7604,juxta,8172,8171,NULL,NULL,a cote de
7605,juxta,8173,8824,NULL,NULL,a cote de
7606,juxta,8175,8176,NULL,NULL,a cote de
7607,juxta,8177,8176,NULL,NULL,a cote de
7608,juxta,8179,8178,NULL,NULL,a cote de
7609,juxta,8182,8181,NULL,NULL,a cote de
7610,juxta,8185,NULL,248,NULL,a cote de
7611,juxta,8186,8825,NULL,NULL,a cote de
7612,juxta,8188,8171,NULL,NULL,a cote de
7613,juxta,8190,8191,NULL,NULL,a cote de
7614,juxta,8192,8193,NULL,NULL,a cote de
7615,juxta,8194,8193,NULL,NULL,a cote de
7616,juxta,8195,8194,NULL,NULL,a cote de
7617,juxta,8196,8195,NULL,NULL,a cote de
7618,juxta,8202,8190,NULL,NULL,a cote de
7619,juxta,8205,8204,NULL,NULL,a cote de
7620,juxta,8206,8205,NULL,NULL,a cote de
7621,juxta,8207,8206,NULL,NULL,a cote de
7622,juxta,8210,NULL,469,NULL,a cote de
7623,juxta,8211,NULL,402,NULL,a cote de
7624,juxta,8211,8213,NULL,NULL,a cote de
7625,juxta,8211,NULL,666,NULL,a cote de
7627,juxta,8224,NULL,487,NULL,a cote de
7628,juxta,8225,NULL,487,NULL,a cote de
7629,juxta,8226,8826,NULL,NULL,a cote de
7630,juxta,8227,8857,NULL,NULL,a cote de
7631,juxta,8228,8229,NULL,NULL,a cote de
7632,juxta,8228,8827,NULL,NULL,a cote de
7633,juxta,8230,8227,NULL,NULL,a cote de
7634,juxta,8230,8827,NULL,NULL,a cote de
7635,juxta,8231,8828,NULL,NULL,a cote de
7636,juxta,8238,NULL,195,NULL,a cote de
7637,juxta,8238,8241,NULL,NULL,a cote de
7638,juxta,8245,NULL,195,NULL,a cote de
7640,juxta,8249,8829,NULL,NULL,a cote de
7641,juxta,8253,8252,NULL,NULL,a cote de
7642,juxta,8267,8266,NULL,NULL,a cote de
7643,juxta,8268,8267,NULL,NULL,a cote de
7644,juxta,8269,8830,NULL,NULL,a cote de
7645,juxta,8271,8831,NULL,NULL,a cote de
7646,juxta,8272,8832,NULL,NULL,a cote de
7647,juxta,8278,NULL,251,NULL,a cote de
7648,juxta,8279,NULL,195,NULL,a cote de
7649,juxta,8279,8833,NULL,NULL,a cote de
7650,juxta,8282,8834,NULL,NULL,a cote de
7651,juxta,8283,8284,NULL,NULL,a cote de
7652,juxta,8286,8285,NULL,NULL,a cote de
7653,juxta,8287,8834,NULL,NULL,a cote de
7654,juxta,8290,8289,NULL,NULL,a cote de
7655,juxta,8291,NULL,252,NULL,a cote de
7656,juxta,8293,8292,NULL,NULL,a cote de
7657,juxta,8295,8294,NULL,NULL,a cote de
7658,juxta,8296,8835,NULL,NULL,a cote de
7659,juxta,8298,8836,NULL,NULL,a cote de
7660,juxta,8299,8837,NULL,NULL,a cote de
7661,juxta,8300,8838,NULL,NULL,a cote de
7662,juxta,8301,8839,NULL,NULL,a cote de
7663,juxta,8302,8840,NULL,NULL,a cote de
7664,juxta,8305,8304,NULL,NULL,a cote de
7665,juxta,8306,8841,NULL,NULL,a cote de
7666,juxta,8308,8307,NULL,NULL,a cote de
7667,juxta,8310,8842,NULL,NULL,a cote de
7668,juxta,8311,8843,NULL,NULL,a cote de
7669,juxta,8312,8844,NULL,NULL,a cote de
7670,juxta,8316,8844,NULL,NULL,a cote de
7671,juxta,8317,8845,NULL,NULL,a cote de
7672,juxta,8319,8318,NULL,NULL,a cote de
7673,juxta,8320,NULL,252,NULL,a cote de
7674,juxta,8320,NULL,195,NULL,a cote de
7675,juxta,8321,NULL,195,NULL,a cote de
7676,juxta,8323,8322,NULL,NULL,a cote de
7677,juxta,8324,8325,NULL,NULL,a cote de
7678,juxta,8331,8846,NULL,NULL,a cote de
7679,juxta,8333,8847,NULL,NULL,a cote de
7680,juxta,8334,8336,NULL,NULL,a cote de
7681,juxta,8335,8334,NULL,NULL,a cote de
7682,juxta,8338,NULL,195,NULL,a cote de
7683,juxta,8340,8339,NULL,NULL,a cote de
7684,juxta,8341,8342,NULL,NULL,a cote de
7685,juxta,8341,8848,NULL,NULL,a cote de
7686,juxta,8348,8347,NULL,NULL,a cote de
7687,juxta,8349,8849,NULL,NULL,a cote de
7688,juxta,8350,8850,NULL,NULL,a cote de
7689,juxta,8351,8851,NULL,NULL,a cote de
7690,juxta,8353,8352,NULL,NULL,a cote de
7691,juxta,8360,8852,NULL,NULL,a cote de
7692,juxta,8361,8853,NULL,NULL,a cote de
7693,juxta,8369,8854,NULL,NULL,a cote de
7694,juxta,8370,8855,NULL,NULL,a cote de
7695,juxta,8374,8856,NULL,NULL,a cote de
7696,juxta,8377,8376,NULL,NULL,a cote de
7711,NULL,9001,9009,NULL,NULL,confronte au nord avec
7858,NULL,9001,9800,NULL,NULL,confronte a l ouest avec
7859,NULL,9001,9801,NULL,NULL,confronte au sud avec
7966,NULL,9001,NULL,392,NULL,confronte a l ouest avec
7972,NULL,9001,NULL,402,NULL,confronte a l est avec
8103,NULL,9001,NULL,NULL,3,a l interieur de
8255,NULL,9001,NULL,720,,egal
7701,NULL,9002,9003,NULL,NULL,confronte au sud avec
7861,NULL,9002,9802,NULL,NULL,confronte au nord avec
7973,NULL,9002,NULL,29,NULL,confronte a l est avec
8104,NULL,9002,NULL,NULL,3,a l interieur de
7697,NULL,9003,9001,NULL,NULL,confronte a l est avec
7700,NULL,9003,9002,NULL,NULL,confronte au nord avec
7703,NULL,9003,9004,NULL,NULL,confronte au sud avec
7974,NULL,9003,NULL,29,NULL,confronte a l ouest avec
8105,NULL,9003,NULL,NULL,3,a l interieur de
7702,NULL,9004,9003,NULL,NULL,confronte au nord avec
7705,NULL,9004,9005,NULL,NULL,confronte au sud avec
7975,NULL,9004,NULL,29,NULL,confronte a l ouest avec
8106,NULL,9004,NULL,NULL,3,a l interieur de
7698,NULL,9005,9001,NULL,NULL,confronte a l est avec
7704,NULL,9005,9004,NULL,NULL,confronte au nord avec
7976,NULL,9005,NULL,29,NULL,confronte a l ouest avec
8107,NULL,9005,NULL,NULL,3,a l interieur de
7707,NULL,9006,9007,NULL,NULL,confronte au nord avec
7709,NULL,9006,9008,NULL,NULL,confronte au nord avec
7862,NULL,9006,9803,NULL,NULL,confronte au sud avec
7978,NULL,9006,NULL,29,NULL,confronte a l ouest avec
8108,NULL,9006,NULL,NULL,3,a l interieur de
7712,NULL,9007,9009,NULL,NULL,confronte au nord avec
7863,NULL,9007,9804,NULL,NULL,confronte a l est avec
7864,NULL,9007,9804,NULL,NULL,confronte au sud avec
7979,NULL,9007,NULL,29,NULL,confronte a l ouest avec
8109,NULL,9007,NULL,NULL,3,a l interieur de
7708,NULL,9008,9007,NULL,NULL,confronte au sud avec
7865,NULL,9008,9804,NULL,NULL,confronte a l est avec
7866,NULL,9008,9804,NULL,NULL,confronte au sud avec
7867,NULL,9008,9805,NULL,NULL,confronte au nord avec
8110,NULL,9008,NULL,NULL,3,a l interieur de
7868,NULL,9009,9805,NULL,NULL,confronte au nord avec
7869,NULL,9009,9806,NULL,NULL,confronte au sud avec
7957,NULL,9009,9881,NULL,NULL,confronte a l ouest avec
7980,NULL,9009,NULL,29,NULL,confronte a l est avec
8111,NULL,9009,NULL,NULL,3,a l interieur de
7713,NULL,9010,9009,NULL,NULL,confronte au sud avec
7870,NULL,9010,9807,NULL,NULL,confronte a l ouest avec
7981,NULL,9010,NULL,29,NULL,confronte a l est avec
7982,NULL,9010,NULL,29,NULL,confronte au nord avec
8112,NULL,9010,NULL,NULL,3,a l interieur de
7710,NULL,9011,9008,NULL,NULL,confronte au sud avec
7714,NULL,9011,9010,NULL,NULL,confronte a l est avec
7983,NULL,9011,NULL,29,NULL,confronte a l ouest avec
8113,NULL,9011,NULL,NULL,3,a l interieur de
7715,NULL,9012,9013,NULL,NULL,confronte a l ouest avec
7716,NULL,9012,9013,NULL,NULL,confronte au nord avec
7984,NULL,9012,NULL,73,NULL,confronte a l est avec
8114,NULL,9012,NULL,NULL,3,a l interieur de
7719,NULL,9013,9014,NULL,NULL,confronte a l ouest avec
7871,NULL,9013,9808,NULL,NULL,confronte au nord avec
7986,NULL,9013,NULL,29,NULL,confronte a l est avec
8115,NULL,9013,NULL,NULL,3,a l interieur de
7717,NULL,9014,9013,NULL,NULL,confronte a l est avec
7872,NULL,9014,9809,NULL,NULL,confronte au nord avec
7987,NULL,9014,NULL,73,NULL,confronte a l ouest avec
8116,NULL,9014,NULL,NULL,3,a l interieur de
7718,NULL,9015,9013,NULL,NULL,confronte au sud avec
7720,NULL,9015,9014,NULL,NULL,confronte a l ouest avec
7988,NULL,9015,NULL,29,NULL,confronte a l est avec
8117,NULL,9015,NULL,NULL,3,a l interieur de
7721,NULL,9016,9014,NULL,NULL,confronte au nord avec
7873,NULL,9016,9810,NULL,NULL,confronte au sud avec
7989,NULL,9016,NULL,73,NULL,confronte a l ouest avec
8118,NULL,9016,NULL,NULL,3,a l interieur de
7723,NULL,9017,9018,NULL,NULL,confronte a l ouest avec
7874,NULL,9017,9811,NULL,NULL,confronte au sud avec
7990,NULL,9017,NULL,73,NULL,confronte a l est avec
8119,NULL,9017,NULL,NULL,3,a l interieur de
7722,NULL,9018,9017,NULL,NULL,confronte au sud avec
7725,NULL,9018,9019,NULL,NULL,confronte au nord avec
7875,NULL,9018,9812,NULL,NULL,confronte a l ouest avec
7991,NULL,9018,NULL,73,NULL,confronte a l est avec
8120,NULL,9018,NULL,NULL,3,a l interieur de
7724,NULL,9019,9018,NULL,NULL,confronte au sud avec
7728,NULL,9019,9020,NULL,NULL,confronte a l est avec
7876,NULL,9019,9812,NULL,NULL,confronte a l ouest avec
7992,NULL,9019,NULL,73,NULL,confronte a l est avec
7993,NULL,9019,NULL,73,NULL,confronte au nord avec
8121,NULL,9019,NULL,NULL,3,a l interieur de
7726,NULL,9020,9019,NULL,NULL,confronte a l ouest avec
7727,NULL,9020,9019,NULL,NULL,confronte au sud avec
7994,NULL,9020,NULL,73,NULL,confronte a l est avec
7995,NULL,9020,NULL,73,NULL,confronte au nord avec
8122,NULL,9020,NULL,NULL,3,a l interieur de
7729,NULL,9021,9020,NULL,NULL,confronte au sud avec
7877,NULL,9021,9813,NULL,NULL,confronte a l ouest avec
7996,NULL,9021,NULL,73,NULL,confronte a l est avec
8123,NULL,9021,NULL,NULL,3,a l interieur de
7860,NULL,9022,9801,NULL,NULL,confronte au nord avec
7878,NULL,9022,9814,NULL,NULL,confronte a l est avec
7879,NULL,9022,9814,NULL,NULL,confronte au sud avec
7997,NULL,9022,NULL,29,NULL,confronte a l ouest avec
8124,NULL,9022,NULL,NULL,3,a l interieur de
7699,NULL,9023,9001,NULL,NULL,confronte au nord avec
7880,NULL,9023,9815,NULL,NULL,confronte a l est avec
7881,NULL,9023,9816,NULL,NULL,confronte a l ouest avec
7998,NULL,9023,NULL,392,NULL,confronte au nord avec
7999,NULL,9023,NULL,29,NULL,confronte au sud avec
8033,NULL,9023,NULL,720,NULL,confronte au nord avec
8125,NULL,9023,NULL,NULL,3,a l interieur de
7882,NULL,9024,9817,NULL,NULL,confronte a l est avec
7883,NULL,9024,9817,NULL,NULL,confronte au sud avec
7884,NULL,9024,9818,NULL,NULL,confronte au nord avec
8000,NULL,9024,NULL,29,NULL,confronte a l ouest avec
8126,NULL,9024,NULL,NULL,3,a l interieur de
7885,NULL,9025,9819,NULL,NULL,confronte a l est avec
7886,NULL,9025,9820,NULL,NULL,confronte au nord avec
8001,NULL,9025,NULL,73,NULL,confronte a l ouest avec
8002,NULL,9025,NULL,73,NULL,confronte au sud avec
8127,NULL,9025,NULL,NULL,3,a l interieur de
7731,NULL,9026,9027,NULL,NULL,confronte au nord avec
7889,NULL,9026,9823,NULL,NULL,confronte a l ouest avec
8003,NULL,9026,NULL,27,NULL,confronte a l est avec
